episode,reward,success,collision,steps,epsilon,final_distance
0,-86.77464416503908,0,0,206,0.999,7.436161041259766
1,-45.39426791270704,0,0,98,0.998001,7.378766059875488
2,-92.31899314880367,0,0,265,0.997002999,6.564748287200928
3,-47.46746498107909,0,0,102,0.996005996001,7.601866245269775
4,-65.15400772094725,0,0,177,0.995009990004999,7.338501930236816
5,-56.39272727966309,0,0,139,0.994014980014994,7.1856818199157715
6,-56.26304023742671,0,0,147,0.993020965034979,7.2082600593566895
7,-56.87798019409177,0,0,80,0.9920279440699441,8.04199504852295
8,-52.63730690002437,0,0,151,0.9910359161258742,6.7293267250061035
9,-48.43763328552244,0,0,111,0.9900448802097482,7.419408321380615
10,-52.406131896972624,0,0,127,0.9890548353295385,7.374032974243164
11,-81.56025390624998,0,0,151,0.988065780494209,8.0025634765625
12,-79.67054672241211,0,0,97,0.9870777147137147,8.180136680603027
13,-71.33041748046872,0,0,116,0.986090636999001,7.9976043701171875
14,-43.16696189880369,0,0,80,0.9851045463620021,7.731740474700928
15,-50.5976136779785,0,0,90,0.98411944181564,7.809403419494629
16,-64.66758178710936,0,0,99,0.9831353223738244,8.106895446777344
17,-69.04683799743654,0,0,179,0.9821521870514506,7.149209499359131
18,-54.481868896484364,0,0,80,0.9811700348643991,7.767967224121094
19,-64.34224632263182,0,0,172,0.9801888648295347,7.265561580657959
20,-96.09635437011718,0,0,80,0.9792086759647052,8.304088592529297
21,-63.815878677368154,0,0,131,0.9782294672887405,7.816469669342041
22,-55.52801330566406,0,0,81,0.9772512378214517,7.737003326416016
23,-57.870532073974594,0,0,93,0.9762739865836303,7.895133018493652
24,-49.60081199645995,0,0,88,0.9752977125970467,7.57770299911499
25,-56.180665588378886,0,0,121,0.9743224148844496,7.395166397094727
26,-80.7708454895019,0,0,300,0.9733480924695651,6.547711372375488
27,-80.8099398803711,0,0,300,0.9723747443770956,6.697484970092773
28,-79.41421727100874,0,0,238,0.9714023696327185,7.158355236053467
29,-89.98125805775192,0,0,264,0.9704309672630859,6.897615432739258
30,-89.40693821827439,0,0,298,0.9694605362958227,6.441535472869873
31,-73.15358497619629,0,0,300,0.9684910757595269,5.658396244049072
32,-70.49629524230961,0,0,300,0.9675225846837673,6.991573810577393
33,-60.04126037597656,0,0,99,0.9665550620990835,7.475315093994141
34,-66.38087944030764,0,0,119,0.9655885070369844,7.710219860076904
35,-45.529623841443325,0,0,80,0.9646229185299474,7.672206878662109
36,-54.437110519409174,0,0,80,0.9636582956114175,7.959277629852295
37,-71.4172213745117,0,0,160,0.9626946373158061,7.64930534362793
38,-80.84792057911423,0,0,300,0.9617319426784903,6.859281063079834
39,-82.42878242492674,0,0,120,0.9607702107358118,7.9296956062316895
40,-51.514457244873014,0,0,121,0.959809440525076,7.436114311218262
41,-54.64074722290037,0,0,132,0.9588496310845509,7.620186805725098
42,-68.73782867431638,0,0,184,0.9578907814534664,7.636957168579102
43,-48.442856063842754,0,0,88,0.9569328906720129,7.550714015960693
44,-52.64198806762693,0,0,128,0.9559759577813409,7.340497016906738
45,-46.010797805786126,0,0,82,0.9550199818235596,7.547699451446533
46,-46.3613269805908,0,0,81,0.9540649618417361,7.765331745147705
47,-59.25723693847655,0,0,151,0.9531108968798944,7.256809234619141
48,-60.312327986559566,0,0,151,0.9521577859830145,7.293281078338623
49,-58.58344886779783,0,0,133,0.9512056281970315,7.025862216949463
50,-57.12669235229491,0,0,80,0.9502544225688344,7.8291730880737305
51,-63.950956344604464,0,0,210,0.9493041681462656,6.737739086151123
52,-75.07438659667969,0,0,80,0.9483548639781193,8.081096649169922
53,-46.914481811523416,0,0,81,0.9474065091141411,7.558620452880859
54,-40.51634269714354,0,0,87,0.946459102605027,7.614085674285889
55,-42.24080680847166,0,0,88,0.9455126435024219,7.50020170211792
56,-92.04864959716792,0,0,269,0.9445671308589195,6.937162399291992
57,-47.2751892852783,0,0,104,0.9436225637280606,7.53629732131958
58,-66.9122410583496,0,0,81,0.9426789411643326,7.895560264587402
59,-51.77169746398923,0,0,113,0.9417362622231683,7.3954243659973145
60,-90.04182617187499,0,0,273,0.9407945259609451,7.46795654296875
61,-68.671204880872,0,0,300,0.9398537314349842,6.087602138519287
62,-71.93655731201167,0,0,300,0.9389138777035492,5.91663932800293
63,-41.24212913513182,0,0,84,0.9379749638258457,7.548032283782959
64,-40.56325553894041,0,0,84,0.9370369888620198,7.643313884735107
65,-82.46342376708978,0,0,300,0.9360999518731578,6.168355941772461
66,-42.66823959350583,0,0,95,0.9351638519212846,7.729559898376465
67,-70.09744644165032,0,0,300,0.9342286880693633,6.649361610412598
68,-70.80532214244337,0,0,300,0.933294459381294,6.08152961730957
69,-52.533964385986295,0,0,119,0.9323611649219127,7.385991096496582
70,-56.19895083507032,0,0,123,0.9314288037569908,7.154936790466309
71,-67.87518402099604,0,0,300,0.9304973749532338,6.603796005249023
72,-51.322590103149395,0,0,100,0.9295668775782806,7.4581475257873535
73,-42.85449501037597,0,0,80,0.9286373107007023,7.723623752593994
74,-44.828759841918924,0,0,82,0.9277086733900016,7.599689960479736
75,-87.3263541706417,0,0,257,0.9267809647166116,6.416787624359131
76,-47.39543014526366,0,0,106,0.925854183751895,7.646357536315918
77,-87.98183219909669,0,0,289,0.9249283295681431,6.07545804977417
78,-66.0434774017334,0,0,97,0.9240034012385749,7.79586935043335
79,-56.72871025085446,0,0,145,0.9230793978373364,7.037177562713623
80,-81.09070320129393,0,0,242,0.9221563184394991,6.847675800323486
81,-85.12695506175486,0,0,256,0.9212341621210596,7.021937847137451
82,-68.8799575336787,0,0,203,0.9203129279589385,6.880188465118408
83,-83.02180099487303,0,0,300,0.9193926150309796,6.630450248718262
84,-85.48005989074701,0,0,300,0.9184732224159486,6.987514972686768
85,-68.01472323497268,0,0,80,0.9175547491935327,8.081379890441895
86,-62.660541915893546,0,0,162,0.9166371944443392,7.627635478973389
87,-70.49113276561232,0,0,300,0.9157205572498949,6.362982273101807
88,-43.75788810729978,0,0,91,0.914804836692645,7.431972026824951
89,-57.52237190246578,0,0,169,0.9138900318559524,7.095592975616455
90,-46.583690719604476,0,0,92,0.9129761418240965,7.438422679901123
91,-76.99807192882034,0,0,300,0.9120631656822724,6.367217063903809
92,-68.6473596954346,0,0,197,0.9111511025165902,7.076839923858643
93,-65.72223526000974,0,0,167,0.9102399514140735,6.728058815002441
94,-75.8998375701904,0,0,300,0.9093297114626595,6.642459392547607
95,-75.69067222595214,0,0,300,0.9084203817511969,7.280168056488037
96,-61.56104911804196,0,0,180,0.9075119613694457,6.917762279510498
97,-78.11086337169138,0,0,228,0.9066044494080763,6.670414924621582
98,-42.304541091918935,0,0,84,0.9056978449586682,7.706135272979736
99,-54.842392578125,0,0,108,0.9047921471137096,7.42559814453125
100,-82.27206527709959,0,0,214,0.9038873549665959,6.788016319274902
101,-70.03156474193068,0,0,202,0.9029834676116293,7.0605902671813965
102,-35.869040938219754,0,0,85,0.9020804841440176,7.472459316253662
103,-48.454246292114235,0,0,142,0.9011784036598737,7.0485615730285645
104,-70.62579940795898,0,0,300,0.9002772252562138,5.533949851989746
105,-81.80216769298043,0,0,265,0.8993769480309576,6.250741004943848
106,-74.76626884460445,0,0,300,0.8984775710829266,5.849067211151123
107,-60.32681884765623,0,0,300,0.8975790935118436,6.6692047119140625
108,-78.55517929077149,0,0,229,0.8966815144183318,6.593794822692871
109,-36.207255888781276,0,0,80,0.8957848329039134,7.599513053894043
110,-62.32810516357419,0,0,160,0.8948890480710096,7.219526290893555
111,-76.41496569713087,0,0,300,0.8939941590229386,6.583940505981445
112,-44.81606135447951,0,0,95,0.8931001648639156,7.3642144203186035
113,-49.48966517528029,0,0,137,0.8922070646990518,7.207615375518799
114,-97.3071648701045,0,0,300,0.8913148576343527,6.1469902992248535
115,-46.708915786743155,0,0,109,0.8904235427767183,7.032228946685791
116,-72.00157333374021,0,0,193,0.8895331192339416,6.872893333435059
117,-69.15029281616208,0,0,210,0.8886435861147077,6.240073204040527
118,-46.306475219726536,0,0,116,0.887754942528593,7.061618804931641
119,-39.170576858520505,0,0,80,0.8868671875860644,7.592644214630127
120,-84.44354187011716,0,0,300,0.8859803203984784,6.520885467529297
121,-78.74182749827835,0,0,243,0.88509434007808,6.7431559562683105
122,-50.76674568176267,0,0,110,0.8842092457380019,7.161686420440674
123,-48.688299636840796,0,0,91,0.8833250364922639,7.739574909210205
124,-79.7878162384033,0,0,245,0.8824417114557717,6.70945405960083
125,-70.03545295715327,0,0,300,0.8815592697443159,6.54136323928833
126,-66.0422033691406,0,0,163,0.8806777104745716,7.275550842285156
127,-56.47053314208981,0,0,163,0.8797970327640969,6.865133285522461
128,-48.87964938243362,0,0,103,0.8789172357313328,7.472611427307129
129,-47.97340351978804,0,0,101,0.8780383184956015,7.478151798248291
130,-59.438020964464855,0,0,300,0.8771602801771059,6.164704322814941
131,-75.84106486400096,0,0,300,0.8762831198969288,6.287965297698975
132,-61.252279387316406,0,0,150,0.8754068367770318,6.783268928527832
133,-85.59097755432126,0,0,300,0.8745314299402548,4.927744388580322
134,-63.10000297546389,0,0,300,0.8736568985103146,5.657500743865967
135,-75.08279304504397,0,0,300,0.8727832416118043,6.258198261260986
136,-49.974665069580055,0,0,117,0.8719104583701925,7.3311662673950195
137,-57.24635498046872,0,0,148,0.8710385479118223,6.9565887451171875
138,-57.07152671813961,0,0,155,0.8701675093639105,7.217881679534912
139,-60.70101638793945,0,0,162,0.8692973418545467,6.810254096984863
140,-53.32826797485349,0,0,141,0.8684280445126921,7.414566993713379
141,-43.69685272216796,0,0,88,0.8675596164681794,7.539213180541992
142,-62.14411845286818,0,0,168,0.8666920568517111,7.8087286949157715
143,-56.91020179748536,0,0,123,0.8658253647948594,7.100050449371338
144,-50.692498092651334,0,0,138,0.8649595394300645,7.515624523162842
145,-69.96895759582522,0,0,300,0.8640945798906344,5.322239398956299
146,-78.30006500244141,0,0,207,0.8632304853107438,7.585016250610352
147,-44.94426620483397,0,0,110,0.862367254825433,7.328566551208496
148,-61.26515823364259,0,0,81,0.8615048875706075,7.9262895584106445
149,-58.622859268188456,0,0,136,0.8606433826830369,7.398214817047119
150,-61.94518615722656,0,0,300,0.8597827393003539,5.981296539306641
151,-61.147095565795894,0,0,155,0.8589229565610536,7.129273891448975
152,-46.0576683807373,0,0,80,0.8580640336044925,7.656917095184326
153,-54.189383544921874,0,0,89,0.857205969570888,7.662345886230469
154,-86.34417961120606,0,0,249,0.8563487636013172,6.653544902801514
155,-74.37807914733882,0,0,300,0.8554924148377159,5.914519786834717
156,-63.6986791229248,0,0,300,0.8546369224228781,6.197169780731201
157,-57.52187245289354,0,0,145,0.8537822855004553,7.025269031524658
158,-74.30824394226076,0,0,300,0.8529285032149548,5.7145609855651855
159,-65.74940536499022,0,0,300,0.8520755747117399,5.567351341247559
160,-71.5056944274902,0,0,249,0.8512234991370281,5.928923606872559
161,-70.18274200439456,0,0,173,0.8503722756378911,6.825685501098633
162,-74.917938414416,0,0,223,0.8495219033622532,6.867183685302734
163,-66.32715171813959,0,0,300,0.8486723814588909,5.909287929534912
164,-71.80121482849115,0,0,300,0.847823709077432,5.852803707122803
165,-72.6855955799433,0,0,300,0.8469758853683546,6.15159797668457
166,-83.94164184570316,0,0,254,0.8461289094829862,6.287910461425781
167,-44.52665283203123,0,0,129,0.8452827805735033,6.8766632080078125
168,-39.736912260851575,0,0,80,0.8444374977929298,7.616927146911621
169,-60.576977721056615,0,0,300,0.8435930602951368,6.206943511962891
170,-54.55774554332227,0,0,108,0.8427494672348417,7.552135467529297
171,-81.1079322346065,0,0,242,0.8419067177676068,6.612182140350342
172,-52.145037765502906,0,0,127,0.8410648110498392,7.068759441375732
173,-70.0143272693965,0,0,197,0.8402237462387894,7.193780899047852
174,-39.12674667358398,0,0,80,0.8393835224925505,7.651686668395996
175,-78.36332026561232,0,0,278,0.838544138970058,5.861029148101807
176,-51.04152183532712,0,0,155,0.8377055948310879,6.935380458831787
177,-62.008904342651334,0,0,166,0.8368678892362568,6.657226085662842
178,-66.86958262523144,0,0,300,0.8360310213470206,5.847594738006592
179,-55.401668243408196,0,0,162,0.8351949903256736,6.742917060852051
180,-62.95788055419922,0,0,168,0.8343597953353479,7.161970138549805
181,-63.69921081542965,0,0,192,0.8335254355400126,6.567302703857422
182,-51.26986175537108,0,0,109,0.8326919101044725,7.489965438842773
183,-43.72074503978224,0,0,108,0.831859218194368,7.065385341644287
184,-55.65509185791012,0,0,167,0.8310273589761736,7.576272964477539
185,-68.02567805369829,0,0,300,0.8301963316171974,5.844118595123291
186,-41.47378280639648,0,0,81,0.8293661352855802,7.548445701599121
187,-68.59016818126169,0,0,300,0.8285367691502946,6.78524112701416
188,-42.57408314625288,0,0,100,0.8277082323811443,7.568321704864502
189,-52.94229629516598,0,0,133,0.8268805241487632,7.103074073791504
190,-42.61111022949218,0,0,123,0.8260536436246144,6.647777557373047
191,-63.65136116027836,0,0,300,0.8252275899809898,5.18034029006958
192,-43.00604159434767,0,0,127,0.8244023623910088,6.7942094802856445
193,-77.21533409118646,0,0,300,0.8235779600286178,6.138833522796631
194,-51.989337844848606,0,0,108,0.8227543820685892,7.454834461212158
195,-61.34397468566891,0,0,151,0.8219316276865206,7.185993671417236
196,-161.73847190856938,0,0,300,0.8211096960588341,4.704617977142334
197,-49.10262947082518,0,0,96,0.8202885863627752,7.638157367706299
198,-66.9273763275146,0,0,227,0.8194682977764125,6.279344081878662
199,-40.8329889678955,0,0,108,0.818648829478636,6.960747241973877
200,-56.46757476806639,0,0,187,0.8178301806491574,6.259393692016602
201,-47.6962427051875,0,0,98,0.8170123504685082,7.2617597579956055
202,-79.87671589771769,0,0,249,0.8161953381180397,6.346479892730713
203,-61.541024322509806,0,0,300,0.8153791427799216,5.480256080627441
204,-46.00303482055662,0,0,88,0.8145637636371417,7.62825870513916
205,-60.184949264526324,0,0,158,0.8137491998735046,6.956237316131592
206,-67.22801280101267,0,0,193,0.812935450673631,7.304702281951904
207,-75.01040400584668,0,0,231,0.8121225152229574,5.7778000831604
208,-69.36416007995606,0,0,300,0.8113103927077344,5.961040019989014
209,-76.09527587890624,0,0,80,0.8104990823150267,7.9613189697265625
210,-67.12896690368652,0,0,300,0.8096885832327116,5.507241725921631
211,-75.49342364390814,0,0,300,0.8088788946494789,6.011054992675781
212,-40.96996826171873,0,0,82,0.8080700157548294,7.4449920654296875
213,-49.86993685801954,0,0,99,0.8072619457390746,7.675183296203613
214,-64.7670318897578,0,0,196,0.8064546837933355,7.444457054138184
215,-61.5839956196162,0,0,168,0.8056482291095421,6.633697986602783
216,-82.7489436340332,0,0,263,0.8048425808804326,7.357235908508301
217,-59.29269920349118,0,0,157,0.8040377382995522,7.295674800872803
218,-64.66581192016599,0,0,218,0.8032337005612527,6.253952980041504
219,-54.04166216929884,0,0,127,0.8024304668606914,7.7081146240234375
220,-44.07518569946289,0,0,91,0.8016280363938307,7.476296424865723
221,-70.84295738220213,0,0,300,0.8008264083574369,6.553239345550537
222,-76.52285720825193,0,0,300,0.8000255819490795,6.313214302062988
223,-207.07538665771483,0,1,277,0.7992255563671304,4.483846664428711
224,-71.98360824584964,0,0,300,0.7984263308107633,5.870902061462402
225,-55.93041766246289,0,0,115,0.7976279044799526,7.447803497314453
226,-77.62850143432615,0,0,281,0.7968302765754727,6.152125358581543
227,-50.55220820506544,0,0,116,0.7960334462988972,7.318251132965088
228,-80.85565200805664,0,0,250,0.7952374128525983,5.54891300201416
229,-52.08682414134472,0,0,136,0.7944421754397457,7.091905117034912
230,-64.53690368652342,0,0,300,0.7936477332643059,5.179225921630859
231,-45.73050872802733,0,0,116,0.7928540855310416,7.327627182006836
232,-72.40163604736328,0,0,300,0.7920612314455105,6.24540901184082
233,-64.59667190551764,0,0,300,0.7912691702140651,5.9391679763793945
234,-57.2848765095088,0,0,159,0.790477901043851,7.026418209075928
235,-70.65397964477533,0,0,300,0.7896874231428072,5.760994911193848
236,-68.87109458923338,0,0,196,0.7888977357196644,6.99777364730835
237,-87.59109446605173,0,0,281,0.7881088379839447,5.40297269821167
238,-45.251284866332995,0,0,81,0.7873207291459607,7.555321216583252
239,-45.962257843017554,0,0,110,0.7865334084168147,7.4330644607543945
240,-53.8207653045654,0,0,300,0.7857468750083979,5.130191326141357
241,-40.99445597728226,0,0,97,0.7849611281333895,7.141313076019287
242,-66.84953715404005,0,0,300,0.784176167005256,6.76758337020874
243,-51.73422007640333,0,0,137,0.7833919908382508,7.2312541007995605
244,-77.75730987548826,0,0,251,0.7826085988474126,5.94932746887207
245,-43.24008044322463,0,0,96,0.7818259902485653,7.222719192504883
246,-45.62309489329786,0,0,107,0.7810441642583167,7.065972805023193
247,-45.21916908264157,0,0,88,0.7802631200940584,7.5697922706604
248,-41.977053833007815,0,0,90,0.7794828569739644,7.631763458251953
249,-64.88782440185547,0,0,300,0.7787033741169904,6.194456100463867
250,-59.66899528503414,0,0,164,0.7779246707428734,6.692248821258545
251,-70.21905700683588,0,0,259,0.7771467460721305,5.824764251708984
252,-56.65141693115232,0,0,151,0.7763695993260584,7.060354232788086
253,-53.95231498718259,0,0,153,0.7755932297267324,7.140578746795654
254,-67.45289070129392,0,0,195,0.7748176364970056,6.970722675323486
255,-59.394366103014626,0,0,191,0.7740428188605086,6.576290607452393
256,-40.56723475535842,0,0,105,0.7732687760416481,7.57700777053833
257,-97.27408195495599,0,0,300,0.7724955072656065,4.941020488739014
258,-62.79550364573926,0,0,209,0.7717230117583408,6.126574993133545
259,-44.737283706665025,0,0,100,0.7709512887465825,7.37182092666626
260,-55.14023353576655,0,0,190,0.7701803374578359,5.84255838394165
261,-48.91703005870314,0,0,119,0.7694101571203781,7.424456596374512
262,-79.63725212097161,0,0,300,0.7686407469632577,6.27681303024292
263,-61.705849227905276,0,0,85,0.7678721062162944,7.786462306976318
264,-61.18221210479732,0,0,300,0.7671042341100781,3.985553026199341
265,-36.21051948547363,0,0,83,0.766337129875968,7.507629871368408
266,-53.998104095458956,0,0,171,0.7655707927460921,6.062026023864746
267,-62.64416320800778,0,0,300,0.764805221953346,5.391040802001953
268,-71.91551803588864,0,0,300,0.7640404167313927,5.668879508972168
269,-63.14081382751461,0,0,300,0.7632763763146613,6.160203456878662
270,-65.66607098499802,0,0,300,0.7625130999383466,6.281318664550781
271,-58.61450637817379,0,0,300,0.7617505868384082,4.743626594543457
272,-60.13486877441402,0,0,300,0.7609888362515699,5.743717193603516
273,-69.39734828074903,0,0,300,0.7602278474153183,5.879536151885986
274,-48.934192457995124,0,0,109,0.759467619567903,7.22124719619751
275,-46.62123837391402,0,0,92,0.7587081519483351,7.557610511779785
276,-54.60199455261231,0,0,300,0.7579494437963867,5.952998638153076
277,-72.91985099792478,0,0,300,0.7571914943525904,5.184962749481201
278,-56.47847167968748,0,0,116,0.7564343028582378,7.327117919921875
279,-107.24394149780264,0,0,300,0.7556778685553796,5.010985374450684
280,-65.52607765197756,0,0,300,0.7549221906868242,5.281519412994385
281,-37.746177397570335,0,0,87,0.7541672684961374,7.694243431091309
282,-62.85500643809765,0,0,206,0.7534131012276413,6.4664506912231445
283,-48.60364204406736,0,0,125,0.7526596881264136,7.073410511016846
284,-235.72128379821774,0,1,209,0.7519070284382872,4.022820949554443
285,-79.81667243957517,0,0,275,0.7511551214098489,5.486668109893799
286,-73.92994326671096,0,0,300,0.750403966288439,4.995184898376465
287,-58.42238604625196,0,0,151,0.7496535623221505,7.010795593261719
288,-61.49946563720702,0,0,300,0.7489039087598284,5.454866409301758
289,-57.5299102314326,0,0,203,0.7481550048510686,6.030176639556885
290,-40.06913638194534,0,0,95,0.7474068498462175,7.264983177185059
291,-58.41664919932815,0,0,169,0.7466594429963713,7.139361381530762
292,-61.261156997680615,0,0,219,0.745912783553375,5.512789249420166
293,-80.56662185668945,0,0,280,0.7451668707698216,6.996655464172363
294,-70.48465396007036,0,0,300,0.7444217038990517,6.678862571716309
295,-44.85781890869139,0,0,80,0.7436772821951526,7.509454727172852
296,-56.653926773071255,0,0,300,0.7429336049129575,4.683481693267822
297,-49.63805221557616,0,0,117,0.7421906713080445,7.037013053894043
298,-83.18280799865718,0,0,300,0.7414484806367364,5.463201999664307
299,-51.4013668823242,0,0,115,0.7407070321560997,7.180341720581055
300,-63.92542366027833,0,0,199,0.7399663251239436,7.47135591506958
301,-79.10926531871283,0,0,266,0.7392263587988196,6.215015411376953
302,-92.95966357310742,0,0,300,0.7384871324400207,4.877614974975586
303,-39.95153106689452,0,0,108,0.7377486453075807,7.452882766723633
304,-139.8773626708985,0,0,300,0.737010896662273,3.4218406677246094
305,-52.76418757518263,0,0,132,0.7362738857656108,7.251245975494385
