episode,reward,success,collision,steps,epsilon,final_distance
0,-59.03525744517775,0,0,97,0.995,7.541513442993164
1,-50.87330986022947,0,0,95,0.990025,7.590827465057373
2,-109.79749092102053,0,0,131,0.985074875,7.801872730255127
3,-64.03883026123047,0,0,151,0.9801495006250001,7.139707565307617
4,-86.54902854919435,0,0,300,0.9752487531218751,5.847257137298584
5,-51.29342292785641,0,0,130,0.9703725093562657,7.138355731964111
6,-65.16756388743852,0,0,163,0.9655206468094844,7.42209005355835
7,-97.76672673145787,0,0,300,0.960693043575437,7.0064826011657715
8,-78.27586616516109,0,0,265,0.9558895783575597,6.721466541290283
9,-94.21560345570107,0,0,300,0.9511101304657719,6.7162017822265625
10,-50.23343971252439,0,0,102,0.946354579813443,7.6133599281311035
11,-73.86366867065428,0,0,176,0.9416228069143757,6.655917167663574
12,-75.51717918395997,0,0,190,0.9369146928798039,6.89679479598999
13,-94.28925300598146,0,0,250,0.9322301194154049,6.007313251495361
14,-66.85473945617677,0,0,80,0.9275689688183278,7.6436848640441895
15,-54.507003860473624,0,0,104,0.9229311239742362,7.544250965118408
16,-70.62711372375489,0,0,203,0.918316468354365,7.119278430938721
17,-64.59983848571777,0,0,141,0.9137248860125932,7.402459621429443
18,-83.20441497802736,0,0,300,0.9091562615825302,5.766103744506836
19,-69.13594134410357,0,0,149,0.9046104802746175,7.574184417724609
20,-169.59851242065437,0,0,300,0.9000874278732445,4.772128105163574
21,-114.0472214508056,0,0,300,0.8955869907338783,4.879305362701416
22,-76.2031150054932,0,0,173,0.8911090557802088,7.108278751373291
23,-82.8070537567138,0,0,300,0.8866535105013078,5.401763439178467
24,-75.41810852050783,0,0,211,0.8822202429488013,5.902027130126953
25,-88.90418746948245,0,0,300,0.8778091417340573,5.9685468673706055
26,-83.1131551361084,0,0,89,0.8734200960253871,7.7132887840271
27,-53.99137649536131,0,0,144,0.8690529955452602,6.972844123840332
28,-73.1805844116211,0,0,164,0.8647077305675338,7.487646102905273
29,-75.46825889587396,0,0,300,0.8603841919146962,5.544564723968506
30,-78.90225585937505,0,0,300,0.8560822709551227,5.32806396484375
31,-75.93831222534182,0,0,237,0.851801859600347,5.877078056335449
32,-88.48906330982715,0,0,271,0.8475428503023453,6.362066745758057
33,-488.8889281082146,0,0,300,0.8433051360508336,3.802232027053833
34,-66.65369354248054,0,0,300,0.8390886103705794,5.448423385620117
35,-80.63259460449217,0,0,300,0.8348931673187264,5.653148651123047
36,-74.60544761657715,0,0,171,0.8307187014821328,7.128861904144287
37,-78.27274131774905,0,0,225,0.8265651079747222,6.693185329437256
38,-84.04733296314743,0,0,203,0.8224322824348486,6.649134159088135
39,-72.2553783122685,0,0,300,0.8183201210226743,5.611145496368408
40,-99.78650238037103,0,0,293,0.8142285204175609,5.816625595092773
41,-70.79033027648926,0,0,208,0.810157377815473,6.2950825691223145
42,-84.70678421020511,0,0,247,0.8061065909263957,6.0616960525512695
43,-100.00092503468069,0,0,300,0.8020760579717637,4.9475321769714355
44,-89.98140667835733,0,0,300,0.798065677681905,5.687652587890625
45,-96.58226506153608,0,0,300,0.7940753492934954,4.917867183685303
46,-76.51124180714156,0,0,300,0.7901049725470279,5.53261137008667
47,-78.60123341480755,0,0,300,0.7861544476842928,5.295109272003174
48,-87.55213404735063,0,0,212,0.7822236754458713,6.820732593536377
49,-69.85190859874221,0,0,300,0.778312557068642,5.295676231384277
50,-76.1344701091435,0,0,300,0.7744209942832988,5.753418445587158
51,-90.20925305286906,0,0,300,0.7705488893118823,5.559614181518555
52,-62.714406280517586,0,0,168,0.7666961448653229,6.4836015701293945
53,-123.23295399586226,0,0,300,0.7628626641409962,4.943039417266846
54,-106.90746968189738,0,0,300,0.7590483508202912,5.059168338775635
55,-121.77510243336218,0,0,300,0.7552531090661897,5.181076526641846
56,-134.39833348194622,0,0,300,0.7514768435208588,4.619384288787842
57,-79.98409217834467,0,0,217,0.7477194593032545,7.198523044586182
58,-240.6465935222298,0,0,300,0.7439808620067382,4.863949298858643
59,-59.95053210338083,0,0,300,0.7402609576967045,4.447832107543945
60,-121.03113861083975,0,0,300,0.736559652908221,4.645284652709961
61,-106.35130187988273,0,0,273,0.7328768546436799,5.345325469970703
62,-116.6215247813846,0,0,300,0.7292124703704616,4.602682113647461
63,-71.73313659667969,0,0,214,0.7255664080186093,5.698284149169922
64,-56.88532009998825,0,0,141,0.7219385759785162,6.18363094329834
65,-73.35757992664848,0,0,300,0.7183288830986236,4.659195899963379
66,-63.82524845997367,0,0,300,0.7147372386831305,4.213613033294678
67,-74.83241496165714,0,0,300,0.7111635524897149,5.930802822113037
68,-62.13673939625287,0,0,149,0.7076077347272662,6.873985767364502
69,-59.11832119862108,0,0,171,0.7040696960536299,6.089381217956543
70,-86.20805897633103,0,0,271,0.7005493475733617,5.954315662384033
71,-83.94747891346483,0,0,261,0.697046600835495,5.6391706466674805
72,-70.66243115345506,0,0,239,0.6935613678313175,5.627908706665039
73,-118.17129818836712,0,0,300,0.6900935609921609,3.2526254653930664
74,-59.16917793273924,0,0,168,0.6866430931872001,6.1872944831848145
75,-63.98543156544245,0,0,300,0.6832098777212641,5.276158809661865
76,-129.45565190235635,0,0,300,0.6797938283326578,4.141213893890381
77,-53.11963470458986,0,0,300,0.6763948591909945,4.134908676147461
78,-68.75259063720705,0,0,300,0.6730128848950395,3.568147659301758
79,-57.50478012084966,0,0,300,0.6696478204705644,3.7961950302124023
80,-109.76687683105455,0,0,300,0.6662995813682115,4.719219207763672
81,-328.9703870391846,0,1,267,0.6629680834613705,5.852596759796143
82,-121.38222740173339,0,0,300,0.6596532430440636,6.28805685043335
83,-104.29731986999508,0,0,300,0.6563549768288433,6.204329967498779
84,-332.564558944702,0,0,300,0.653073201944699,4.901139736175537
85,-352.3110831745479,0,0,300,0.6498078359349755,4.737969875335693
86,-58.629850845336975,0,0,300,0.6465587967553006,4.9749627113342285
87,-72.8505856323242,0,0,238,0.6433260027715241,5.980146408081055
88,-65.20024853626757,0,0,210,0.6401093727576664,6.162363052368164
89,-82.3858567047119,0,0,297,0.6369088258938781,5.7639641761779785
