episode,reward,success,collision,steps,epsilon,final_distance
0,-85.39377265930172,0,0,204,0.999,7.2709431648254395
1,-59.64665756225584,0,0,151,0.998001,6.824164390563965
2,-51.455976867675744,0,0,125,0.997002999,7.701494216918945
3,-42.94534301757811,0,0,81,0.996005996001,7.798835754394531
4,-65.03716278076172,0,0,97,0.995009990004999,7.57179069519043
5,-329.14088714599615,0,1,79,0.994014980014994,8.502721786499023
6,-56.25426559448241,0,0,138,0.993020965034979,6.9260663986206055
7,-71.09121986389161,0,0,180,0.9920279440699441,7.0328049659729
8,-55.811166076660164,0,0,84,0.9910359161258742,7.445291519165039
9,-83.15592018127444,0,0,200,0.9900448802097482,7.3114800453186035
10,-57.03019198497265,0,0,166,0.9890548353295385,7.1702470779418945
11,-56.56588737487792,0,0,80,0.988065780494209,7.848971843719482
12,-67.70653411865234,0,0,87,0.9870777147137147,8.059133529663086
13,-58.954892272949216,0,0,127,0.986090636999001,7.833723068237305
14,-47.335504379272436,0,0,101,0.9851045463620021,7.686376094818115
15,-66.17839884837599,0,0,80,0.98411944181564,7.729798793792725
16,-45.80172546386716,0,0,88,0.9831353223738244,7.680431365966797
17,-53.24154045104978,0,0,97,0.9821521870514506,7.680385112762451
18,-45.06017582813766,0,0,85,0.9811700348643991,7.409844875335693
19,-48.81167846679685,0,0,85,0.9801888648295347,7.625419616699219
20,-82.54378288269037,0,0,300,0.9792086759647052,5.590945720672607
21,-65.96865776062013,0,0,84,0.9782294672887405,7.609664440155029
22,-56.865573624768516,0,0,80,0.9772512378214517,7.911194324493408
23,-90.59276542663574,0,0,90,0.9762739865836303,7.9356913566589355
24,-57.87935485839843,0,0,120,0.9752977125970467,7.432338714599609
25,-51.696395492553705,0,0,86,0.9743224148844496,7.461598873138428
26,-66.68429664611816,0,0,128,0.9733480924695651,7.973574161529541
27,-51.283512649536114,0,0,116,0.9723747443770956,7.055878162384033
28,-72.25641696055865,0,0,181,0.9714023696327185,7.144303321838379
29,-59.87289749145508,0,0,95,0.9704309672630859,7.7532243728637695
30,-53.067019882202146,0,0,107,0.9694605362958227,7.594254970550537
31,-65.56026939392089,0,0,161,0.9684910757595269,6.630067348480225
32,-68.89788406372071,0,0,172,0.9675225846837673,7.054471015930176
33,-74.56153671264649,0,0,184,0.9665550620990835,6.722884178161621
34,-44.537932662963854,0,0,95,0.9655885070369844,7.376983165740967
35,-75.42531707763675,0,0,183,0.9646229185299474,7.28632926940918
36,-51.50801818847655,0,0,126,0.9636582956114175,7.019504547119141
37,-92.39034255981441,0,0,300,0.9626946373158061,6.762585639953613
38,-93.72295254627728,0,0,256,0.9617319426784903,6.8230390548706055
39,-74.6625824737549,0,0,300,0.9607702107358118,5.520645618438721
40,-89.23943946838382,0,0,221,0.959809440525076,6.877359867095947
41,-107.49993621826168,0,0,81,0.9588496310845509,8.09498405456543
42,-93.82292129516591,0,0,300,0.9578907814534664,6.200730323791504
43,-66.16638648986815,0,0,165,0.9569328906720129,7.196596622467041
44,-102.41048248291011,0,0,263,0.9559759577813409,6.270120620727539
45,-95.99715019226075,0,0,234,0.9550199818235596,6.9967875480651855
46,-76.3496102142334,0,0,137,0.9540649618417361,7.55490255355835
47,-92.48920242309563,0,0,300,0.9531108968798944,6.954800605773926
48,-44.368895081677685,0,0,85,0.9521577859830145,7.462024688720703
49,-75.68197769165042,0,0,194,0.9512056281970315,7.310494422912598
50,-81.56252807617184,0,0,300,0.9502544225688344,6.655632019042969
51,-107.95085083007808,0,0,300,0.9493041681462656,5.460212707519531
52,-95.2859180450439,0,0,207,0.9483548639781193,7.058979511260986
53,-110.41880043029781,0,0,278,0.9474065091141411,6.209700107574463
54,-83.94961799621584,0,0,228,0.946459102605027,6.077404499053955
55,-104.8133413696289,0,0,105,0.9455126435024219,8.143335342407227
56,-98.37748344421384,0,0,261,0.9445671308589195,6.949370861053467
57,-51.731865844726556,0,0,86,0.9436225637280606,7.755466461181641
58,-69.24664390563966,0,0,162,0.9426789411643326,7.341660976409912
59,-81.83697227478025,0,0,300,0.9417362622231683,6.074243068695068
60,-44.87062911987303,0,0,98,0.9407945259609451,7.392657279968262
61,-81.26291313171387,0,0,198,0.9398537314349842,7.028228282928467
62,-47.02402702331542,0,0,90,0.9389138777035492,7.653506755828857
63,-64.045203781128,0,0,224,0.9379749638258457,6.923800945281982
64,-36.32726882934569,0,0,142,0.9370369888620198,7.271817207336426
65,-82.04188415527344,0,0,192,0.9360999518731578,7.017971038818359
66,-60.75580879211422,0,0,155,0.9351638519212846,6.6989521980285645
67,-78.55136421203609,0,0,300,0.9342286880693633,5.630341053009033
68,-52.28845172008009,0,0,126,0.933294459381294,7.11981201171875
69,-83.52505302429198,0,0,300,0.9323611649219127,6.756263256072998
70,-92.760436706543,0,0,272,0.9314288037569908,7.270109176635742
71,-73.68321090698238,0,0,179,0.9304973749532338,7.0308027267456055
72,-103.49345092773433,0,0,276,0.9295668775782806,6.735862731933594
73,-53.91841522216796,0,0,115,0.9286373107007023,7.752103805541992
74,-66.9748471069336,0,0,130,0.9277086733900016,7.486211776733398
75,-58.77307922363278,0,0,131,0.9267809647166116,6.863269805908203
76,-50.12344047546385,0,0,85,0.925854183751895,7.850860118865967
77,-78.93727516174313,0,0,300,0.9249283295681431,5.236818790435791
78,-78.97239486694333,0,0,300,0.9240034012385749,6.26309871673584
79,-60.71225303649899,0,0,123,0.9230793978373364,7.568063259124756
80,-42.38086204528807,0,0,129,0.9221563184394991,7.3327155113220215
81,-36.53374984741209,0,0,125,0.9212341621210596,7.438437461853027
82,-90.03333439747361,0,0,219,0.9203129279589385,7.035634517669678
83,-94.7837571716308,0,0,243,0.9193926150309796,6.893439292907715
84,-56.71815655628708,0,0,126,0.9184732224159486,7.436840057373047
85,-75.74366752624516,0,0,178,0.9175547491935327,7.080916881561279
86,-49.48994038502242,0,0,87,0.9166371944443392,7.879786014556885
87,-90.80648872375491,0,0,199,0.9157205572498949,7.084122180938721
88,-49.27586224476363,0,0,106,0.914804836692645,7.3762664794921875
89,-62.17723274230957,0,0,122,0.9138900318559524,7.544308185577393
90,-47.36765533447264,0,0,87,0.9129761418240965,7.576913833618164
91,-62.011716584363285,0,0,149,0.9120631656822724,7.57273006439209
92,-63.314052247205055,0,0,144,0.9111511025165902,7.355813980102539
93,-45.04798912048338,0,0,96,0.9102399514140735,7.32699728012085
94,-60.57398262023927,0,0,80,0.9093297114626595,7.5434956550598145
95,-47.666684159436485,0,0,102,0.9084203817511969,7.2289719581604
96,-82.2863293162969,0,0,208,0.9075119613694457,6.936383247375488
97,-97.55636924743646,0,0,278,0.9066044494080763,6.279092311859131
98,-63.67369102478027,0,0,146,0.9056978449586682,6.920922756195068
99,-92.65920013427734,0,0,300,0.9047921471137096,6.554800033569336
100,-76.8838512420654,0,0,300,0.9038873549665959,5.670962810516357
101,-73.3623624420166,0,0,135,0.9029834676116293,7.63809061050415
102,-97.09445091247561,0,0,247,0.9020804841440176,6.9711127281188965
103,-90.34304473876956,0,0,249,0.9011784036598737,7.028261184692383
104,-121.78179908752438,0,0,300,0.9002772252562138,4.9429497718811035
105,-80.68142956654104,0,0,300,0.8993769480309576,5.875158309936523
106,-56.16497467041013,0,0,123,0.8984775710829266,7.233743667602539
107,-91.15687843322743,0,0,300,0.8975790935118436,6.486719608306885
